id,title,publication_link,date,RCIH_authors,authors,all_authors
36,Psychological Therapies for Severe Mental Health Problems. Training Delivery Evaluation,https://pureportal.coventry.ac.uk/en/publications/psychological-therapies-for-severe-mental-health-problems-trainin,16 Jan 2023,"[{'name': 'Kneafsey, R.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/rosie-kneafsey'}, {'name': 'Pezaro, S.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/sally-pezaro'}, {'name': 'Maravic da Silva, K.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/ksenija-maravic-da-silva'}, {'name': 'Presley, V.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/vickie-presley'}, {'name': 'Bluteau, P.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/patricia-bluteau'}]","[{'name': 'Russell, S.', 'link': None}, {'name': 'Bayes, N.', 'link': None}, {'name': 'Martin, F.', 'link': None}]","Kneafsey, R., Pezaro, S., Maravic da Silva, K., Presley, V., Bluteau, P., Russell, S., Bayes, N., Martin, F."
37,Real-Time Evaluation of Time-Domain Pulse Rate Variability Parameters in Different Postures and Breathing Patterns Using Wireless Photoplethysmography Sensor: Towards Remote Healthcare in Low-Resource Communities,https://pureportal.coventry.ac.uk/en/publications/real-time-evaluation-of-time-domain-pulse-rate-variability-parame,24 Apr 2023,"[{'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Pineda-Alpizar, F.', 'link': None}, {'name': 'Arriola-Valverde, S.', 'link': None}, {'name': 'Vado-Chacón, M.', 'link': None}, {'name': 'Sossa-Rojas, D.', 'link': None}]","Liu, H., Zheng, D., Pineda-Alpizar, F., Arriola-Valverde, S., Vado-Chacón, M., Sossa-Rojas, D."
38,Remote maintenance cardiac rehabilitation (MAINTAIN): A protocol for a randomised feasibility study,https://pureportal.coventry.ac.uk/en/publications/remote-maintenance-cardiac-rehabilitation-maintain-a-protocol-for,15 Feb 2023,"[{'name': 'Denton, F.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/francesca-denton'}, {'name': 'Waddell, A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/alexander-james-robert-waddell'}, {'name': 'Powell, R.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/richard-james-powell'}, {'name': 'Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}, {'name': 'Kyrou, I.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/ioannis-kyrou'}, {'name': 'Harwood, A. E.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/amy-read'}, {'name': 'McGregor, G.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/gordon-mcgregor'}]","[{'name': 'Kite, C.', 'link': None}, {'name': 'Hesketh, K.', 'link': None}, {'name': 'Atkinson, L.', 'link': None}, {'name': 'Cocks, M.', 'link': None}, {'name': 'Jones, H.', 'link': None}, {'name': 'Randeva, H.', 'link': None}, {'name': 'Davenport, N.', 'link': None}]","Denton, F., Waddell, A., Powell, R., Clark, C., Kyrou, I., Harwood, A. E., McGregor, G., Kite, C., Hesketh, K., Atkinson, L., Cocks, M., Jones, H., Randeva, H., Davenport, N."
39,Resveratrol May Mildly Improve Renal Function in the General Adult Population: A Systematic Review and Meta-analysis of Randomized Controlled Clinical Trials,https://pureportal.coventry.ac.uk/en/publications/resveratrol-may-mildly-improve-renal-function-in-the-general-adul,May 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Abdollahi, S.', 'link': None}, {'name': 'Vajdi, M.', 'link': None}, {'name': 'Meshkini, F.', 'link': None}, {'name': 'Vasmehjani, A. A.', 'link': None}, {'name': 'Sangsefidi, Z. S.', 'link': None}, {'name': 'Soltani, S.', 'link': None}]","Clark, C. C. T., Abdollahi, S., Vajdi, M., Meshkini, F., Vasmehjani, A. A., Sangsefidi, Z. S., Soltani, S."
40,Risk stratification in symptomatic intracranial atherosclerotic disease with conventional vascular risk factors and cerebral haemodynamics,https://pureportal.coventry.ac.uk/en/publications/risk-stratification-in-symptomatic-intracranial-atherosclerotic-d,Feb 2023,"[{'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}]","[{'name': 'Tian, X.', 'link': None}, {'name': 'Fang, H.', 'link': None}, {'name': 'Lan, L.', 'link': None}, {'name': 'Ip, H. L.', 'link': None}, {'name': 'Abrigo, J.', 'link': None}, {'name': 'Zheng, L.', 'link': None}, {'name': 'Fan, F. S. Y.', 'link': None}, {'name': 'Ma, S. H.', 'link': None}, {'name': 'Ip, B.', 'link': None}, {'name': 'Song, B.', 'link': None}, {'name': 'Xu, Y.', 'link': None}, {'name': 'Li, J.', 'link': None}, {'name': 'Zhang, B.', 'link': None}, {'name': 'Xu, Y.', 'link': None}, {'name': 'Soo, Y. O. Y.', 'link': None}, {'name': 'Mok, V.', 'link': None}, {'name': 'Wong, K. S.', 'link': None}, {'name': 'Leung, T. W.', 'link': None}, {'name': 'Leng, X.', 'link': None}]","Liu, H., Tian, X., Fang, H., Lan, L., Ip, H. L., Abrigo, J., Zheng, L., Fan, F. S. Y., Ma, S. H., Ip, B., Song, B., Xu, Y., Li, J., Zhang, B., Xu, Y., Soo, Y. O. Y., Mok, V., Wong, K. S., Leung, T. W., Leng, X."
41,Spiritual Care within Dietetic Practice: A Systematic Literature Review,https://pureportal.coventry.ac.uk/en/publications/spiritual-care-within-dietetic-practice-a-systematic-literature-r,Apr 2023,"[{'name': 'Lycett, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/deborah-lycett'}, {'name': 'Patel, R.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/riya-patel'}]",[],"Lycett, D., Patel, R."
42,The association between dietary acid load and risk of attention-deficit hyperactivity disorder: a case-control study,https://pureportal.coventry.ac.uk/en/publications/the-association-between-dietary-acid-load-and-risk-of-attention-d,3 Apr 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Ghasemi, F.', 'link': None}, {'name': 'Abbasi, K.', 'link': None}, {'name': 'Ghiasvand, R.', 'link': None}, {'name': 'Rouhani, M. H.', 'link': None}]","Clark, C. C. T., Ghasemi, F., Abbasi, K., Ghiasvand, R., Rouhani, M. H."
43,The Association between Dietary Patterns and Chemotherapy Side Effects in Patients with Breast Cancer (BrCa),https://pureportal.coventry.ac.uk/en/publications/the-association-between-dietary-patterns-and-chemotherapy-side-ef,16 Mar 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Sanati, V.', 'link': None}, {'name': 'Sohouli, M. H.', 'link': None}, {'name': 'Dareini, H.', 'link': None}, {'name': 'Esmailzadeh, A.', 'link': None}, {'name': 'Sajadian, A-S.', 'link': None}, {'name': 'Raji Lahiji, M.', 'link': None}, {'name': 'Zarrati, M.', 'link': None}]","Clark, C. C. T., Sanati, V., Sohouli, M. H., Dareini, H., Esmailzadeh, A., Sajadian, A-S., Raji Lahiji, M., Zarrati, M."
44,The association between fatty acid quality indices and quality of life among overweight and obese women: A cross-sectional study,https://pureportal.coventry.ac.uk/en/publications/the-association-between-fatty-acid-quality-indices-and-quality-of,26 Jan 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Rasaei, N.', 'link': None}, {'name': 'Daneshzad, E.', 'link': None}, {'name': 'Soveid, N.', 'link': None}, {'name': 'Mirzaei, K.', 'link': None}]","Clark, C. C. T., Rasaei, N., Daneshzad, E., Soveid, N., Mirzaei, K."
45,The association between glycemic index and glycemic load and quality of life among overweight and obese women: a cross-sectional study,https://pureportal.coventry.ac.uk/en/publications/the-association-between-glycemic-index-and-glycemic-load-and-qual,13 Feb 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Rasaei, N.', 'link': None}, {'name': 'Fallah, M.', 'link': None}, {'name': 'Gholami, F.', 'link': None}, {'name': 'Karimi, M.', 'link': None}, {'name': 'Noori, S.', 'link': None}, {'name': 'Bahrampour, N.', 'link': None}, {'name': 'Mirzaei, K.', 'link': None}]","Clark, C. C. T., Rasaei, N., Fallah, M., Gholami, F., Karimi, M., Noori, S., Bahrampour, N., Mirzaei, K."
46,The association between healthy beverage index and quality of life among overweight and obese women:  a cross-sectional study,https://pureportal.coventry.ac.uk/en/publications/the-association-between-healthy-beverage-index-and-quality-of-lif,26 Jan 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Rasaei, N.', 'link': None}, {'name': 'Ghaffarian-Ensaf, R.', 'link': None}, {'name': 'Shiraseb, F.', 'link': None}, {'name': 'Fallah, M.', 'link': None}, {'name': 'Gholami, F.', 'link': None}, {'name': 'Mirzaei, K.', 'link': None}]","Clark, C. C. T., Rasaei, N., Ghaffarian-Ensaf, R., Shiraseb, F., Fallah, M., Gholami, F., Mirzaei, K."
47,The association of dietary approaches to stop hypertension (DASH) with the odds of diabetic nephropathy and metabolic markers in women: a case–control study,https://pureportal.coventry.ac.uk/en/publications/the-association-of-dietary-approaches-to-stop-hypertension-dash-w,12 Feb 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Mirzababaei, A.', 'link': None}, {'name': 'Abaj, F.', 'link': None}, {'name': 'Hajishizari, S.', 'link': None}, {'name': 'Bahrampour, N.', 'link': None}, {'name': 'Noori, S.', 'link': None}, {'name': 'Barekzai, A. M.', 'link': None}, {'name': 'Hosseininasab, D.', 'link': None}, {'name': 'Mirzaei, K.', 'link': None}]","Clark, C. C. T., Mirzababaei, A., Abaj, F., Hajishizari, S., Bahrampour, N., Noori, S., Barekzai, A. M., Hosseininasab, D., Mirzaei, K."
48,The effect of 8 weeks of child designed vs teacher designed games on physical fitness and creativity in children 8–10 years,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-8-weeks-of-child-designed-vs-teacher-designed-games,1 Feb 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Mohammadi-Nia, M.', 'link': None}, {'name': 'Yaali, R.', 'link': None}, {'name': 'Amani-Shalamzari, S.', 'link': None}]","Clark, C. C. T., Mohammadi-Nia, M., Yaali, R., Amani-Shalamzari, S."
49,The effect of acorn muffin consumption on glycemic indices and lipid profile in type 2 diabetic patients: A randomized double‐blind placebo‐controlled clinical trial,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-acorn-muffin-consumption-on-glycemic-indices-and-li,Feb 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Sasani, N.', 'link': None}, {'name': 'Kazemi, A.', 'link': None}, {'name': 'Babajafari, S.', 'link': None}, {'name': 'Amiri‐Ardekani, E.', 'link': None}, {'name': 'Rezaiyan, M.', 'link': None}, {'name': 'Barati‐Boldaji, R.', 'link': None}, {'name': 'Mazloomi, S. M.', 'link': None}, {'name': 'Ashrafi‐Dehkordi, E.', 'link': None}]","Clark, C. C. T., Sasani, N., Kazemi, A., Babajafari, S., Amiri‐Ardekani, E., Rezaiyan, M., Barati‐Boldaji, R., Mazloomi, S. M., Ashrafi‐Dehkordi, E."
50,"The effect of a low renal acid load diet on blood pressure, lipid profile, and blood glucose indices in patients with type 2 diabetes: a randomized clinical trial",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-a-low-renal-acid-load-diet-on-blood-pressure-lipid-,Dec 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Armin, M.', 'link': None}, {'name': 'Heidari, Z.', 'link': None}, {'name': 'Askari, G.', 'link': None}, {'name': 'Iraj, B.', 'link': None}, {'name': 'Rouhani, M. H.', 'link': None}]","Clark, C. C. T., Armin, M., Heidari, Z., Askari, G., Iraj, B., Rouhani, M. H."
51,The effect of a low versus high sodium diet on blood pressure in diabetic patients: A systematic review and meta‐analysis of clinical trials,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-a-low-versus-high-sodium-diet-on-blood-pressure-in-,Apr 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Gholizadeh‐Moghaddam, M.', 'link': None}, {'name': 'Shahdadian, F.', 'link': None}, {'name': 'Shirani, F.', 'link': None}, {'name': 'Hadi, A.', 'link': None}, {'name': 'Rouhani, M. H.', 'link': None}]","Clark, C. C. T., Gholizadeh‐Moghaddam, M., Shahdadian, F., Shirani, F., Hadi, A., Rouhani, M. H."
52,The effect of Mediterranean diet on inflammatory biomarkers and components of metabolic syndrome in adolescent girls,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-mediterranean-diet-on-inflammatory-biomarkers-and-c,16 Feb 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Asoudeh, F.', 'link': None}, {'name': 'Fallah, M.', 'link': None}, {'name': 'Djafarian, K.', 'link': None}, {'name': 'Shirzad, N.', 'link': None}, {'name': 'Esmaillzadeh, A.', 'link': None}]","Clark, C. C. T., Asoudeh, F., Fallah, M., Djafarian, K., Shirzad, N., Esmaillzadeh, A."
53,The effects of adjunctive treatment with l -carnitine on monitoring laboratory variables in ICU patients: a double-blinded randomized controlled clinical trial,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-adjunctive-treatment-with-l-carnitine-on-monitorin,3 Jan 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Yahyapoor, F.', 'link': None}, {'name': 'Keshani, M.', 'link': None}, {'name': 'Sedaghat, A.', 'link': None}, {'name': 'Feizi, A.', 'link': None}, {'name': 'Bagherniya, M.', 'link': None}, {'name': 'Safarian, M.', 'link': None}, {'name': 'Badpeyma, M.', 'link': None}, {'name': 'Norouzy, A.', 'link': None}]","Clark, C. C. T., Yahyapoor, F., Keshani, M., Sedaghat, A., Feizi, A., Bagherniya, M., Safarian, M., Badpeyma, M., Norouzy, A."
54,"The effects of a soccer season on anthropometric characteristics, physical fitness, and soccer skills in North African elite female youth soccer players",https://pureportal.coventry.ac.uk/en/publications/les-effets-dune-saison-de-football-sur-les-caract%C3%A9ristiques-anthr,7 Jun 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Hammami, M. A.', 'link': None}, {'name': 'Ben Ayed, K.', 'link': None}, {'name': 'Ali, A.', 'link': None}, {'name': 'Zouita, S.', 'link': None}, {'name': 'Marzougui, H.', 'link': None}, {'name': 'Moran, J.', 'link': None}, {'name': 'Mekni, R.', 'link': None}, {'name': 'Zouhal, H.', 'link': None}]","Clark, C. C. T., Hammami, M. A., Ben Ayed, K., Ali, A., Zouita, S., Marzougui, H., Moran, J., Mekni, R., Zouhal, H."
55,The effects of folic acid supplementation on depression in adults: a systematic review and meta-analysis of randomized controlled trials,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-folic-acid-supplementation-on-depression-in-adults,28 Feb 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Khalili, P.', 'link': None}, {'name': 'Asbaghi, O.', 'link': None}, {'name': 'Aghakhani, L.', 'link': None}, {'name': 'Haghighat, N.', 'link': None}]","Clark, C. C. T., Khalili, P., Asbaghi, O., Aghakhani, L., Haghighat, N."
56,The effects of folic acid supplementation on endothelial function in adults: a systematic review and dose-response meta-analysis of randomized controlled trials,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-folic-acid-supplementation-on-endothelial-function,24 Feb 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Zamani, M.', 'link': None}, {'name': 'Rezaiian, F.', 'link': None}, {'name': 'Saadati, S.', 'link': None}, {'name': 'Naseri, K.', 'link': None}, {'name': 'Ashtary-Larky, D.', 'link': None}, {'name': 'Yousefi, M.', 'link': None}, {'name': 'Golalipour, E.', 'link': None}, {'name': 'Rastgoo, S.', 'link': None}, {'name': 'Asbaghi, O.', 'link': None}]","Clark, C. C. T., Zamani, M., Rezaiian, F., Saadati, S., Naseri, K., Ashtary-Larky, D., Yousefi, M., Golalipour, E., Rastgoo, S., Asbaghi, O."
57,"The effects of guar gum supplementation on lipid profile in adults: a GRADE-assessed systematic review, meta-regression and dose-response meta-analysis of randomised placebo-controlled trials",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-guar-gum-supplementation-on-lipid-profile-in-adult,28 May 2023,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Setayesh, L.', 'link': None}, {'name': 'Pourreza, S.', 'link': None}, {'name': 'Zeinali Khosroshahi, M.', 'link': None}, {'name': 'Asbaghi, O.', 'link': None}, {'name': 'Bagheri, R.', 'link': None}, {'name': 'Rezaei Kelishadi, M.', 'link': None}, {'name': 'Wong, A.', 'link': None}, {'name': 'Ashtary-Larky, D.', 'link': None}, {'name': 'Suzuki, K.', 'link': None}, {'name': 'Ghanavati, M.', 'link': None}]","Clark, C. C. T., Setayesh, L., Pourreza, S., Zeinali Khosroshahi, M., Asbaghi, O., Bagheri, R., Rezaei Kelishadi, M., Wong, A., Ashtary-Larky, D., Suzuki, K., Ghanavati, M."
58,The Good Behaviour Game: Maintaining students’ physical distancing in physical education classes during the COVID-19 pandemic,https://pureportal.coventry.ac.uk/en/publications/the-good-behaviour-game-maintaining-students-physical-distancing-,Mar 2023,"[{'name': 'Clark, C. CT.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Tounsi, O.', 'link': None}, {'name': 'Koubaa, A.', 'link': None}, {'name': 'Trabelsi, O.', 'link': None}, {'name': 'Masmoudi, L.', 'link': None}, {'name': 'Mkaouer, B.', 'link': None}, {'name': 'Trabelsi, K.', 'link': None}, {'name': 'Jahrami, H.', 'link': None}, {'name': 'Bahloul, M.', 'link': None}]","Clark, C. CT., Tounsi, O., Koubaa, A., Trabelsi, O., Masmoudi, L., Mkaouer, B., Trabelsi, K., Jahrami, H., Bahloul, M."
